ID,projects,UTC of create,UTC of last modify,UTC of buggy commit,UTC of fix commit,defect file hash,fix file hash
89,apache/druid,2012-10-23T19:08:07Z,2023-06-21T12:37:43Z,2018-03-16T21:11:12Z,2018-04-12T00:39:39Z,a1f4142123095355679d2aab7362e6a8d158e53cc23952059190d08227e67eba,804a7ef5eee8813a993c44af80e9f7892b3a3ef78509f81365b1a49041b569ca
90,apache/druid,2012-10-23T19:08:07Z,2023-06-21T12:37:43Z,2017-02-15T22:09:14Z,2017-06-06T17:11:40Z,7736f8a3fa2c6dab99c7981616979ce85ca61a5ecb2898f773ef73eb4f4dc079,7c946d0fb595d9330a50484229716425806204552309a50c987c81f5acdf7c04
91,apache/druid,2012-10-23T19:08:07Z,2023-06-21T12:37:43Z,2016-08-30T23:17:46Z,2016-09-07T17:43:47Z,3b3cc95ae3da16dac100517e662c96526213f8e923b100524c63c07cdab61a3b,a90cac6087a365c315cd9342274e32c206f031218f585fd5e13da7293e227f74
92,apache/eventmesh,2019-09-16T03:04:56Z,2023-06-22T09:38:11Z,2023-05-24T02:33:47Z,2023-06-14T02:26:32Z,168ab0e31e83eefbd50ec9564ebb65229e2103003d6049dc1a3b69f15c8aec1a,b478631633543a1d6e45bd8b3bbf17c7444a5ed7e62e475904f25af49a4c83f1
93,apache/eventmesh,2019-09-16T03:04:56Z,2023-06-22T09:38:11Z,2023-02-14T19:10:36Z,2023-02-16T01:05:27Z,ef9dbac321463ac2b169791693a680787ab223c2ca4e268c06101eb11ae8c56a,151a2d897b31dfcfd2cdf3992ae8e943d5c705da00a009c0ca883d73e4cfc1c3
94,apache/geode,2015-04-30T07:00:05Z,2023-06-19T05:36:38Z,2018-08-10T22:49:22Z,2019-12-30T18:11:21Z,5542cbdcc828c6bdf8c954b50588f822f68c8403eccc505ceaaf3154dccb2dae,aaeeee712a9e6c083f4b9f123b95dc642100d6608b1d146fc911482a142db055
95,apache/geode,2015-04-30T07:00:05Z,2023-06-19T05:36:38Z,2018-11-01T22:09:54Z,2018-12-26T22:21:32Z,c160157a5ccfca944faf10765fee97411190feb615afaeb346c1decc9823d5b1,06a029d93b60476a8fe5194f2c964cdaa5cb2a23b131924cb6bd4ee0bcd6d6f9
96,apache/geode,2015-04-30T07:00:05Z,2023-06-19T05:36:38Z,2018-03-13T16:34:43Z,2018-03-30T18:13:15Z,8f587d2225af756d616b016c010b744d7077b8805640972d9ce80da18dd3bfde,868124a07c9eb59638b915886d17a978659ca18978aae6ec0d33df7cb786d0a4
97,apache/geode,2015-04-30T07:00:05Z,2023-06-19T05:36:38Z,2017-05-15T19:19:26Z,2017-07-12T17:52:45Z,46d3e3b2e6e7e533ca4db3b1d5152cf7f65d5149c6a8352d7b5c68ce18ef7885,c3461c7d7bd505ec0e7af5cfb95fb0d427215ad69e7e383ef0cc3435b40800b2
98,apache/gobblin,2014-12-01T18:10:50Z,2023-06-23T01:18:37Z,2017-01-13T19:38:54Z,2017-01-24T23:42:20Z,8f8062b877f6d6493c8fe2d01a74313a30657580d52cc80d91bee56ed16237b5,632e361c4520a4c7eaa971288070ba165f8d26380a8497003fbe1903badd8ebb
99,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2019-11-08T05:54:53Z,2020-07-29T16:09:07Z,cb67ca63412e6574530c12d594c96d5c0d963e89c98f94b6496464cc4a510b6e,b54491cf86aec541359663dc9489025ed38c9d79b61a5d871ec805630ddeec7b
100,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2019-12-10T20:56:53Z,2019-12-13T22:32:18Z,793bd6ac7b5602a65257c007851f43027cde30dcbf0543e446c9b20ed634d38d,4529355e1fac5dc9b00ce0ad83bf237d3621b3d4be53c0bef401a6cd7bf9182e
101,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2016-06-15T13:32:23Z,2016-06-30T00:18:43Z,57fe6aee7bfb11c2de3f367035c9434c988a0276759499f11d37005ba7de8926,22a3718341e98c3022575aaf50c1f18d3fc8392288878a9405e26fec2ba6e6a5
102,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2018-02-02T06:10:29Z,2018-02-13T16:59:02Z,1680679313f361d9f8c412d575e53fd4fc726572c01d20d3b3b3b7265a46cf3c,b65eb5509cf6d1dd4a8f417ea250d11cdca3f968cd5c889cdc5746593cd8b1d7
103,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2017-04-05T07:34:06Z,2017-06-19T02:46:47Z,a8bcd4cc5bc6b96d3b018102cd91e3ac312f1a3cf561431996ed40d43a2bec88,cb34fb1093a4faa4538cad4b11910aeaa6e9491cda8a55266545d9e62f059462
104,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2017-04-05T07:34:06Z,2017-06-19T02:46:47Z,d2564ccd0573cca443d664aae8aadea6ceb1fd2f35caf0034c0fc3972475878c,b3c126726a026a4d536a9fc820a25994be8bd58e881738c596e3e5dc0f9fe301
105,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2016-05-09T23:57:06Z,2016-11-17T15:52:52Z,d252eb391652682138be762b1647441032481b4d04cd15e707fa11086dd63ba0,7f0c27996ded6325c3b5db778bef2221f8433acf81aff61e1ea0496e4c218aab
106,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2016-05-16T05:50:14Z,2016-05-29T04:32:22Z,0a518d9a4f1c45c53562eeff20bc598462f4337779c5ad628d41d1dac7cd7ab7,41bcd839fefb8f3c6810952d2a4804183f5688044c6899ceee074c2a8448e66b
107,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2014-09-24T10:57:55Z,2014-10-07T04:10:34Z,76b367180a431a94ff76ef8c56ffbcdcc84064e2bafb50a91bfcbf98166b27eb,8b4358b5d553cc0195139bb3630d41a4197e7ec076c00f54c1048ebdd54f70e1
108,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2014-09-25T04:17:57Z,2014-10-07T04:10:34Z,e36dc17ade487f030e70ec641cea548ba78bbc51b6ca8fb405587a26be7fe5c3,d7ad73ba916f5fc265201d95c71f354ada3ef46249f8c6245f41ac50a9c9c229
109,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2014-05-07T21:28:12Z,2014-06-24T03:06:40Z,4758c3771a6065ff25e936ba3d7ce511d992e9ddc4363f99edb5bdf5bc4b90a7,099a2445ade783b1e5798b6d7c4b37ffb3694d043b4a1a3492ad5adda598effc
110,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2014-04-24T15:01:26Z,2014-04-29T14:51:26Z,2914050650686078e29728d913cbf5ab3051581e10fc5fb4da9def0ecd00a6e5,cdfafbced0f058bab553858881cf45e0052b49ecac970b634b0284f55007bdff
111,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-03-19T21:54:00Z,2014-04-17T21:33:24Z,48daa827d9e0ffa76430241a6a48dbd31a37bd180d894321870030aadfe171fc,290c53f8f22ed59e4dc8b03b755128d305c345c27fbbd5355f458d9c59ce6d79
112,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-09-23T16:37:23Z,2014-02-04T03:48:57Z,f96c4d7e30d39354fbaa06ca6cc9d94857bc552cc5169db4e588a92301ff785b,f6cebd72b9663397651bd2725f8bf0f36ca6b403f211d2d42f103356262709f0
113,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-12-06T22:02:10Z,2014-01-17T01:33:49Z,42c5f1e2659ee442b6f00085ac2290dbd0ffa51cd878e0321b7ea34a6374a601,9f98011be601cde2ffaf5f1c1614e087653a2abef4e271c7648549894be2a707
114,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-12-09T21:16:01Z,2013-12-28T15:58:59Z,2d04e9b1c868fdbeae5cf7333bdf42ce100611cda8cbd611c65f13d8020f394d,50d304910beb5d49c1a5ac52f0a8e7f4d0ca68bdf3be9b9c2f7dc0b786ec58f9
115,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-10-17T19:03:18Z,2013-12-10T00:55:39Z,1c97f2213fb68bd17fc02be0bfe3c95d4969b82c1c2d6500bcc1721e8f118b51,bc4a1fb3792223694c9a8ca440e33e332512216fad92f9c7ffebbccf0d399b25
116,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-11-11T17:08:04Z,2013-11-26T22:30:42Z,d4bc9e6f8f4a5e306b399c367cd1b801bfe63acef1b035155c60b36883334b6e,55319703150d847b1cc3960df66cd8880f7c162a20e2d9f3e6cd86887672daaa
117,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-10-14T03:57:15Z,2013-10-22T23:37:29Z,0c05027f5a28944ca1f126cae5c5922d1329f05219f607fa5465cc6d70d64fb6,9ab620aa85e63e3f2c2bb97e7457f9be1aabeacfe052caa2904680e5d82e5eb9
118,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2012-05-26T05:56:04Z,2012-05-26T17:13:17Z,2b063f6f971888293b9ba32ca9d1b531c5814361c103accca370cdf630ab7dbd,34a20062ead23d39497c8242b182bfcf58c5052a3af1f0494b63ce95b65c31f7
119,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2012-04-07T15:30:59Z,2012-04-18T21:59:24Z,06b7a947f3b24584858f215d3f2c76b9890b0c57780f5c7a03934d7659d7cecc,b90a98aa4f6e0e429702f676acb2af174215442c744780feab3b771833f84ad8
120,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2007-12-05T16:06:25Z,2007-12-07T02:34:08Z,b507e5d2004f5d1b142cb4dd733b7e77f516ef426b016878d4c319b0cd5ef5db,f7c551e47650a5da5d9c558c82e2a39153973af98d0d3d7ca0a2cb5c8bbeea99
121,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2020-04-29T02:44:34Z,2020-10-28T16:17:31Z,23b9942a84913d5d606daf39b8c7c2cf41659439a83b92900202ed75e82a1a74,a8d2926bccb97fa8d719d0e3fcb3d7098daa39c54015f186a589ed8266569281
122,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2019-11-11T08:18:43Z,2019-12-04T02:34:07Z,c0432e428832ec5cddf3e8b54d3854b19dad5d45352db9b4b32ea2f8d197a3e9,274a16f40c8018ea1e3cfe43fa980cf1098f65f0ec5a0ff46a88b3962869021c
123,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2019-06-25T08:21:24Z,2019-07-01T20:55:00Z,d4653dac36a95383863bfb2298fb3ae81a3345b21bd2b363d50013f8f845bb16,d5555b0e8c7e232a1b65e794d1840e8e35c8d834b342bf29a9130f2317fa54e7
124,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2017-11-09T20:14:33Z,2017-11-11T18:34:03Z,ac5d6f673b5ee6ac938bd89d899f566461bcdb3f4f78f5779dbb4537ad9292c4,8c0e5a99f0a3d5a770f5eaa3a2451d38a81faea788a965654b81a81a48fa1e0b
125,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2017-11-03T02:29:20Z,2017-11-11T18:34:03Z,f044f3231dd792c7d832e2ba75887a7e128ad17d280506185c6dded55901399c,405b4f8729b674c7c22f9c80d7a0c949ad7d2ef3cfff226b17a4dd48f0c81593
126,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2016-06-15T20:34:39Z,2016-06-21T12:06:33Z,816e2c01bda92345d1b0e684d27edf32c0ec9974904debbbe1df586d9b189180,b0036fbe3c9eb3841a42e0fed0c7115347957ff3730d106e03ecc8d03b9c668c
127,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2016-05-16T05:50:14Z,2016-06-07T01:35:15Z,2b5355146024871c7d43115e66a4d2ea4aa4a8c79c677f0deaaf62fbee73ee9d,779525c7ce1b413392fc8c6fa513cbbe2810cf78aa6632824ec8e2b384d4968d
128,apache/hbase,2014-05-23T07:00:07Z,2023-06-21T17:24:00Z,2013-05-16T18:00:15Z,2013-05-24T03:35:09Z,3eab18b1459144f26ba324b3d6f907ed9986f412ad55c58bc00561c8d6367150,5b42d7137ca52107f91c32074450cb66af97fc03d3caa7f6322e960fb075bfd1
129,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2013-09-20T17:09:39Z,2014-06-27T23:29:06Z,a209c3808d8ba651c57755b9a75e3048dbe63bba226c32b4f1da02a8c27b985f,17085dfe2c76d1b96d3ae5d88c02f8696876d31cc1cf889db4bea223d22823a1
130,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2014-02-21T10:56:47Z,2014-03-13T22:42:02Z,474e27c321540831cf9133acdb37fb2a71d055a1530038f47cd868e241727bae,474e27c321540831cf9133acdb37fb2a71d055a1530038f47cd868e241727bae
131,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2014-04-16T01:42:55Z,2014-04-16T16:35:56Z,0c2a9dcb2d71e068a5816d12da0b98d51e7579d17f0395247a509abe9d556fd6,7212cc753dfc99d9eec7e32ad75acf347b60df55e2b2740e638de19d796e498f
132,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2014-05-23T07:00:07Z,2014-05-26T18:33:20Z,1cd44749019336118008ded7dc4f2f8c3b21abcdeefb0e3fb894d3ad25f330e7,cb4066a44eacb874a9c7dcc60012deb2a2dedbdac48a1f2812940447bc3e886b
133,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2015-01-08T15:49:28Z,2015-01-16T21:16:12Z,95d96f1dfbef6c90dcc6ec88fd06f8ba801477549c9aa1f24ebb3337ce4da38c,1b8b6a4535cf7694dd337c56b29df89e7a71348ed97675d416a97cc3e0316384
134,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2015-01-13T23:07:59Z,2015-05-01T00:05:05Z,d1e9f883da19e08624ba04e2016983f92ca4f31913141149f443fbdc76c72382,8d505f7edd5e8d440958fb839456920d88872674d08d94aa0b696f63d2779139
135,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2015-05-28T00:06:58Z,2015-05-29T02:18:27Z,058f7fd61115b1da95867c3b7509eb24b44158e3da161d7ed8628d44ac27d28e,473cfc10f41a5e3ffaa70aac4adc657875f5113de0749c5e7ad67033b10cea97
136,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2015-09-24T04:48:32Z,2015-10-01T19:56:37Z,2e6b18cc1e6b4f45e26588abf09945972b631d8c6df67713e7fb868ff956eac6,c218197055bc9e670520b070efe590ff553fae966c8a0df45a1d86608f265242
137,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2015-10-08T20:02:59Z,2016-06-15T13:32:23Z,a237ce91fed46b963916cd0955c8f6ca633174d6cacadbed37bc348ce6f9b1d3,57fe6aee7bfb11c2de3f367035c9434c988a0276759499f11d37005ba7de8926
138,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2011-12-08T02:38:27Z,2011-12-15T16:20:41Z,e0143f48e6dbe59beafcfe5d7ff5791572c0c4ff585091344e7c0e9f8aa9c501,188fffb042bf0dc2fc3da7c5f2bbaf203883bcea59dfa2d4237736380375187c
139,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2011-12-08T02:38:27Z,2011-12-15T16:20:41Z,e0143f48e6dbe59beafcfe5d7ff5791572c0c4ff585091344e7c0e9f8aa9c501,188fffb042bf0dc2fc3da7c5f2bbaf203883bcea59dfa2d4237736380375187c
140,apache/hbase,2014-05-23T07:00:07Z,2023-07-19T22:06:15Z,2012-01-26T02:58:57Z,2012-01-26T23:30:47Z,5ff5baf418effc3b5562363703a426da9fd19cc6c80b87b26ceddd8ef0006c80,05a01383dd3c7ca8767b69805a453f3aacd2062b82356503fac046988a95655a
141,apache/hop,2019-09-24T10:48:12Z,2023-06-23T13:35:09Z,2020-01-30T17:15:48Z,2020-03-12T19:30:29Z,a160f5cee830a9a520fe277c937ee95943bc8417acf4cc23558498e413149918,ae5a5bb56d80fd491063e39084189e239ac2f6f58a2db6d846d7fc6433c0dc74
142,apache/hop,2019-09-24T10:48:12Z,2023-06-23T13:35:09Z,2020-01-30T17:15:48Z,2020-03-12T19:30:29Z,a160f5cee830a9a520fe277c937ee95943bc8417acf4cc23558498e413149918,ae5a5bb56d80fd491063e39084189e239ac2f6f58a2db6d846d7fc6433c0dc74
143,apache/hudi,2016-12-14T15:53:41Z,2023-06-21T23:40:57Z,2023-04-01T12:17:48Z,2023-05-31T16:04:33Z,f384962ce7a471df5652f2941f1072b6d2c68c47dc97fbe5d5addbf6aec31aa4,668e020d966756b5e7ee2f44d65507e2039adf79546eb4255e29b459cc7251d4
144,apache/hudi,2016-12-14T15:53:41Z,2023-06-21T23:40:57Z,2021-01-07T19:34:06Z,2021-01-20T05:20:28Z,4696ffab872f8f4db5d117c27235940a0a02b54a55e1ff7a4f25ea75081a320a,0735092836326baad38a60d1f473ec013a6bd430701f284c9f6fb73ccbabda0a
145,apache/incubator-heron,2015-09-25T16:09:24Z,2023-03-01T15:11:08Z,2016-03-08T21:49:46Z,2016-03-14T21:16:34Z,297fb1f2163fb3bedc8413387e3bec3e7bff2d9e27c0002fe82bc9ff680b61f1,f0014f5b02edc82c685ec9fb7da58bef8d23491ff25ec3bc3e6e26b4d3812a7c
146,apache/incubator-heron,2015-09-25T16:09:24Z,2023-03-01T15:11:08Z,2016-03-14T02:37:22Z,2016-03-14T07:25:52Z,4ec68884a5d815ae9d197987baa69572eade83f0b5efa3d0f21410ffa8096270,700501bc98509a88097395bc330bb9093602d662b2eb0f05e663e2bd932420e9
147,apache/incubator-hugegraph,2018-07-18T03:30:20Z,2023-06-21T10:12:03Z,2020-07-22T12:43:02Z,2021-11-12T05:33:58Z,638db2ef304820ecb072534d1c4aa929762c873ae1d7e5d7df96eed8bd5ec2a3,c06846b087aa05bee63ca2f4659713485741fe4545776939096d6c109d031050
148,apache/incubator-hugegraph,2018-07-18T03:30:20Z,2023-06-21T10:12:03Z,2021-03-11T04:08:30Z,2021-03-11T13:20:46Z,247f9c39fee1e5bc1eff58a1fa7daf886e3f9a974e6be70384f8f29fc4029b95,3d67ffc2bcf5e4fd651a60db7e5839d4393100b62829352f149af1ed03bb8be8
149,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2022-09-23T01:05:45Z,2022-09-26T09:27:32Z,f7a75500b7405f217cc1d0c441df6188a6a03d4b7b42ce8a5e387b4c29480ebc,38b7de63d97e2d2db75628c66fd53fb3befe492b3da5e9db9899218742b76fc3
150,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2022-04-20T14:47:33Z,2022-04-26T13:03:21Z,7079666571e645c157be0b047428400342389431293475deaadf395ab7fcb796,ede8ec4f160cb23b8a740c13250a10e9ff96d330254fc568adbe76bd6c17e0da
151,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2022-04-20T14:47:33Z,2022-04-26T13:03:21Z,8d3a9bf00a0a43722821942f20d21482881fcefc22da15ce63ed61ec4f1b1416,d45cb424a667afca2d94e3ef605b29f5cd9a590a726562d1d1ec6ddc637a1f82
152,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2022-04-20T14:47:33Z,2022-04-26T13:03:21Z,c6190a32498c60a3f459b0563d74d86a3559e921d9267038b0e81761dd8d76f6,7b49f6225e419984c0a916836b4f19044f2ff4c84737c8f1e84d0a6a51c1be61
153,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2019-03-26T09:25:27Z,2019-04-27T07:41:38Z,094862c3fbfa79304992ddfe97b39e8c62386cb90cb6577a07220e4c866019bf,252dabbb418eaeba1096aa28f41894155caa759f6395a03de329c34e006ef068
154,apache/iotdb,2018-11-24T21:29:17Z,2023-06-22T01:28:00Z,2020-01-03T06:41:16Z,2020-01-10T01:29:32Z,121e0fa4e9a0f51559ae93468c5884f3c0937916da5ed57ba17c5b9a83e86af3,74b458ae9ba1d1a5a9112ed2c894df5d670b31892e0fa2eaef4e0ef72b8646fb
155,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2016-05-11T19:19:01Z,2017-06-19T05:35:57Z,0bd9ee8ae8e4a7634595f5950e9df2f6074cb8ba0438a469308187cfa8c18ad7,e43a47e8130133906a2e24179657760ce6d32abc102d76e8dcff8d09b6ee1669
156,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2014-12-31T14:05:48Z,2015-01-28T11:55:57Z,fd19f53bd8d876f9573ec8ab3672bea359dc7428c251a5b5e057d066c26b747e,846aa3ca22205915d705f275b69d8c2591787fea1ba6809594539074955d485f
157,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2013-09-19T20:55:34Z,2013-10-07T06:24:25Z,711c295696ad4d6078a73b7b2905e8b9d49b47815642ee04565e891196510db4,0f199d8367828a96fefdaf14dc2854ddbf162de096e876d81be8a9bdb4f32d15
158,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2021-02-23T17:16:56Z,2017-04-04T00:39:37Z,19b941c599bbf2bb74fc4b2a4019684e07cb15f04f39dbaba60d5f4b8ef742bb,fce25215e70ef27ff0faa18bebc2422771ac5fa778f48aa9bd0d30d5a8ec975a
159,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2015-12-02T09:22:22Z,2015-12-02T10:23:32Z,64becded470a3eaf8577dbc5d4a7afc569741f7ecda3d5ff896b95e5191491da,cfb719521655931f7f694094804e9ea055d2003dca50d4086e499f0eed98edcf
160,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2014-05-19T23:04:55Z,2014-06-10T12:37:41Z,ccc27f6ad46ea9bf55ef69fce9c3799df67094fc54a9167927c7ad6d3a680dfd,090413aa05fc07c24f3ff9991573e2db145c300db39ad338306ede90fd887059
161,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2014-04-22T21:23:31Z,2014-04-23T01:01:45Z,d308494b36c1c8bb0737bf510ab7dc9f94c4179cb5b59e298d837d61dd7a37d5,ff5924edcbcebac090f4b45f90ace05ef85e508071731daf235eb34318bed59b
162,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2011-04-19T07:52:55Z,2011-05-25T18:18:07Z,186cc7be81ada4874b98e7212344cb57a32842da6af81aa19701f1be5df40533,20f40107a85506fe1db5ee79c26e1d980446144b252c71fff8f3e62684e83890
163,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2009-06-18T19:58:59Z,2009-07-05T14:01:14Z,34e4b99838d853c17c63e55c1f13612696a5dea8c524969f9a69eb48b0143ac1,d39477cd95efa64502695551ae77574f7534645db88552da81db597b3313bc9f
164,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2021-02-23T17:16:56Z,2009-04-15T01:28:07Z,f96ebebf04a5c05b68a53ff94bfd7c28248eb698bc8f1b185d5bb9186c9badf6,0dba0e1e11c86f3f11a2a870060999dfcd164f1d331a525b04a6c2be57a9999d
165,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2008-02-11T18:56:09Z,2008-03-28T19:10:58Z,d1347f08d0e077ad72f489373584858c75cffa846f5b8a91d26378d4d0d5a074,73b9f71ae0d86b1e6c0b561f70fecdbcd33d7f58fb2160e451751964afd6850f
166,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2007-05-29T15:14:07Z,2007-11-10T17:51:00Z,ca09b33fe502cfb3c052c137d5646f6d3f93a2f01b27c73e6ee47c7f71beb0f7,4a0762b1c55dfeec2f384d63a051717a48f3e61cc1ae05169e51b2d9b5d51c03
167,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2007-02-21T20:01:36Z,2007-03-06T21:40:55Z,db6b8c27fc1b4c0955f407d1e2be18012b5209ddc600b2d370fac0de8aafaad6,ee7fe9b7adde52ec63759cd86b806aedef5538963b2c87c311b2dacfa178af61
168,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2021-08-18T12:13:59Z,2021-08-18T19:43:33Z,ccb34695d0fd5ff73e82cb62a3112ec6bb29bba53e571ac89c70b4c0b26c8d90,a5397aa0d1817084d3918be16bafdc524a951965c1fc0c10d8613fe48358c8ad
169,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2012-12-11T14:31:01Z,2013-06-13T06:47:47Z,2d7934cc76dd4bf5eba6ab70abc7dfeafc63a885776b6fb05a8d9e7fe6961a56,4cdd395200f74886248aa90bd8390f98a4055bdcb5022fee39579c52e0e32bb7
170,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2012-08-13T21:22:08Z,2012-08-14T01:31:27Z,8198d420b9020dc56065e1aed2a16ba14e86072f3b7b65b4b5218c73f464a5f2,7a571d1a7ae3087890bd7aa050a94781611d7615576a8f7ba2bcdd3c0e3579e1
171,apache/lucene,2021-02-23T17:16:56Z,2023-06-23T09:41:47Z,2012-07-11T21:45:43Z,2012-08-03T22:34:08Z,432326d0ce609cface53f8c058cf548ac8557359905afb5cf090cce1b0828784,883306a6b6eb7486486f80f21b305b2241372aaf7d7b900fb20624eda4fb7b78
172,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2008-09-15T15:42:11Z,2009-06-11T01:13:51Z,debc3ff1b77a7ca571dd19673b42b30a602d773ad317be3687bc10a94163d582,577694b12e0ea7e73a96bffe9fffb6f04cb1b88164b2dfa12d4e02eafee5a18b
173,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2009-11-14T11:14:18Z,2009-12-07T12:17:54Z,4a2c92ac11c3e53cccfae0e532eb4bdca4ae8eba2b0bb077f3f9196e4777c859,e463f7b6f68846e511cddf8decd4d656f42542605fa61b25fe15292855583983
174,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2014-03-19T12:21:01Z,2014-03-21T16:31:40Z,0f685416455091360eb86c59be2fa718f276d1a1d761f9e84f2e655824d312a2,24bbbff3595f9f32ae38b8d114942ffca50dce10df98a635685c6c48a42e4552
175,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2014-04-21T14:47:10Z,2014-04-22T14:07:12Z,7a0fef0d1b84285697391047606dea5f89edbd46c2622272acfbcd1009232f24,6a5bfbac292dc239b2f2f449a0d835c1dd769429e2a21883422c17e2274582c8
176,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2015-04-15T10:36:34Z,2015-05-18T12:22:28Z,bc6d2910e989d3a9b08dd89af49dc0051e6445e0c737d70601970846f0d64a70,94ae8345b3976550bd943fcf1c91a3194e361b4bde7c074b86d3ee73fe0017e0
177,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2014-09-13T21:46:29Z,2015-06-25T20:00:44Z,47155ffed2469b01cedabdaa731ae3e2d9caba21fb172d6ccdba560cef3d4097,d2f6d9724aca2bd7136f7566977e2846437079eb0b0086ab03f6dc6deecc2654
178,apache/lucene,2021-02-23T17:16:56Z,2023-07-19T21:15:43Z,2016-02-04T13:51:19Z,2016-06-09T13:48:10Z,81a708c214fed542277128b71d10596aa5e91f7f2662db51d7f7c8d9bb77238e,eb290e13b700de6a7498ae0f7a18e7540fb4ace792a61e296a231f288530cabb
